수준,동형어번호,표출 어휘
중급,0,뒤지다01
중급,0,뒤지다02
중급,0,뒤집다
고급,0,뒤집어쓰다
고급,0,뒤집히다
초급,0,뒤쪽
고급,0,뒤쫓다
고급,0,뒤처지다
고급,0,뒤척이다
고급,0,뒤통수
고급,0,뒤틀리다
중급,0,뒤편
고급,0,뒤풀이
고급,0,뒤흔들다
고급,0,뒷걸음
중급,0,뒷골목
중급,0,뒷모습
중급,0,뒷문
고급,0,뒷바라지
고급,0,뒷받침
중급,0,뒷산
고급,0,뒷일
고급,0,뒷전
고급,0,뒹굴다
중급,0,드나들다
초급,0,드디어
초급,0,드라마
중급,0,드라이
중급,0,드라이브
중급,0,드라이어
중급,0,드라이클리닝
중급,0,드러나다
중급,0,드러내다
고급,0,드러눕다
중급,0,드레스
초급,0,드리다01
고급,0,드리우다
중급,0,드물다
고급,0,드세다
고급,0,득점
중급,0,든든하다
중급,0,듣기
초급,0,듣다01
고급,0,들01
고급,0,들끓다
초급,0,들다01
초급,0,들다04
고급,0,들뜨다
고급,0,들락거리다
고급,0,들락날락하다
중급,0,들려오다
중급,0,들려주다
초급,0,들르다
중급,0,들리다01
초급,0,들리다02
중급,0,들리다03
고급,0,들먹이다
고급,0,들썩이다
초급,0,들어가다
고급,0,들어맞다
중급,0,들어서다
고급,0,들어앉다
초급,0,들어오다
중급,0,들어주다
고급,0,들어차다
고급,0,들여놓다
중급,0,들여다보다
고급,0,들여다보이다
고급,0,들여오다
중급,0,들이다
고급,0,들이닥치다
고급,0,들이대다02
고급,0,들이마시다02
고급,0,들이밀다
고급,0,들이켜다
고급,0,들추다
중급,0,들키다
고급,0,들통
고급,0,들판
고급,0,듬뿍
초급,0,등01
중급,0,등02/등00
중급,0,등03
고급,0,등04
고급,0,등골01
고급,0,등교
고급,0,등급/등급00
중급,0,등기
중급,0,등록
중급,0,등록금
중급,0,등록증
고급,0,등반
초급,0,등산
중급,0,등산복
고급,0,등용문
중급,0,등장
고급,0,등장인물
고급,0,등재00
고급,0,등지
고급,0,등지다
고급,0,디디다
중급,0,디자이너
초급,0,디자인
중급,0,디지털
고급,0,딛다
고급,0,따갑다
중급,0,따님
중급,0,따다
고급,0,따돌리다
고급,0,따돌림00
초급,0,따뜻하다
중급,0,따라가다
고급,0,따라나서다
중급,0,따라다니다
중급,0,따라서
중급,0,따라오다
고급,0,따라잡다
초급,0,따로
중급,0,따로따로
중급,0,따르다01
중급,0,따르다02
중급,0,따르릉
고급,0,따위
중급,0,따지다
고급,0,딱02
중급,0,딱03
중급,0,딱딱하다
고급,0,딱하다
고급,0,딱히02
중급,0,딴02
초급,0,딸
초급,0,딸기
고급,0,딸리다01
초급,0,땀01
초급,0,땅
중급,0,땅바닥
중급,0,땅속
중급,0,땅콩
초급,0,때01
중급,0,때02
고급,0,때다
중급,0,때때로
중급,0,때로
중급,0,때리다
고급,0,때마침
고급,0,때우다
중급,0,떠나가다
초급,0,떠나다
중급,0,떠나오다
고급,0,떠내려가다
고급,0,떠넘기다
고급,0,떠다니다
고급,0,떠돌다
고급,0,떠돌아다니다
초급,0,떠들다01
고급,0,떠들썩하다01/떠들썩하다02
고급,0,떠맡다
고급,0,떠밀리다
중급,0,떠오르다
중급,0,떠올리다
초급,0,떡01
고급,0,떡02
초급,0,떡국
초급,0,떡볶이
고급,0,떨구다
중급,0,떨다01
중급,0,떨리다01
중급,0,떨어뜨리다
초급,0,떨어지다
고급,0,떨치다01
고급,0,떨치다02
고급,0,떫다
고급,0,떳떳하다
중급,0,떼01
중급,0,떼다
초급,0,또
초급,0,또는
중급,0,또다시
고급,0,또래
고급,0,또렷하다
중급,0,또한
고급,0,똑00
초급,0,똑같다
초급,0,똑같이
고급,0,똑똑
초급,0,똑똑하다
중급,0,똑똑히
초급,0,똑바로
중급,0,똥
중급,0,뚜껑
고급,0,뚜렷이
중급,0,뚜렷하다
고급,0,뚝02
고급,0,뚝뚝01
중급,0,뚫다
중급,0,뚫리다
초급,0,뚱뚱하다
중급,0,뛰다01
초급,0,뛰다02
초급,0,뛰어가다
중급,0,뛰어나다
중급,0,뛰어나오다
중급,0,뛰어내리다
중급,0,뛰어넘다
중급,0,뛰어놀다
중급,0,뛰어다니다
중급,0,뛰어들다
고급,0,뛰어오다
고급,0,뛰쳐나가다
고급,0,뛰쳐나오다
초급,0,뜨겁다
중급,0,뜨다01
고급,0,뜨다03
중급,0,뜨다04
초급,0,뜨다05
고급,0,뜨이다
중급,0,뜯다
고급,0,뜯어내다
고급,0,뜯어보다
중급,0,뜰01
고급,0,뜸하다
초급,0,뜻
중급,0,뜻대로
중급,0,뜻밖
중급,0,뜻밖에
중급,0,띄다01
고급,0,띄어쓰기
고급,0,띄우다02
중급,0,띠01
중급,0,띠02
중급,0,띠다
초급,0,라디오
초급,0,라면
고급,0,라일락00
고급,0,라켓
고급,0,란00
중급,0,량01
초급,0,러시아
중급,0,레몬
초급,0,레스토랑
고급,0,레슬링
고급,0,레저
중급,0,렌즈
중급,0,렌터카
중급,0,-력01
고급,0,-로01
중급,0,로그인
고급,0,로맨틱00
중급,0,로봇
고급,0,-론
중급,0,-료
고급,0,-류02
중급,0,-률02
고급,0,리그
고급,0,리더십
중급,0,리듬
중급,0,리모컨
중급,0,리본
중급,0,리터
고급,0,리포터
고급,0,마감
중급,0,마구
중급,0,마냥01
고급,0,마누라
중급,0,마늘00
고급,0,마다하다
초급,0,마당01
중급,0,마디
중급,0,마땅하다
중급,0,마땅히
중급,0,마라톤
중급,0,마련01/마련02
중급,0,마루02
초급,0,마르다01
초급,0,마리
중급,0,마무리
고급,0,마비
중급,0,마사지
초급,0,마시다
중급,0,마약
중급,0,마우스
초급,0,마을
초급,0,마음
중급,0,마음가짐
중급,0,마음껏
중급,0,마음대로
중급,0,마음먹다
중급,0,마음속
중급,0,마음씨
중급,0,마이크
고급,0,마일리지00
고급,0,마저
중급,0,마주
중급,0,마주치다
초급,0,마중
초급,0,마지막
고급,0,마지못하다
중급,0,마찬가지
중급,0,마찰
고급,0,마취
중급,0,마치
초급,0,마치다
중급,0,마침
중급,0,마침내
고급,0,마케팅
초급,0,마트
초급,0,마흔02/마흔01
중급,0,막01
중급,0,막02
고급,0,막03/막04
고급,0,막강
초급,0,막걸리
중급,0,막내
중급,0,막다
고급,0,막다르다
고급,0,막대
중급,0,막대기
고급,0,막대하다
고급,0,막론하다
고급,0,막막하다02
고급,0,막무가내
고급,0,막바지
중급,0,막상
고급,0,막상막하
중급,0,막연하다
고급,0,막연히
고급,0,막중하다
중급,0,막차
초급,0,막히다
고급,0,막힘없이
초급,0,만04/만03
중급,0,만05/만00
고급,0,만끽00
초급,0,만나다
중급,0,만남
초급,0,만두
초급,0,만들다
중급,0,만만하다01
고급,0,만병
고급,0,만사
고급,0,만세00/만세03
초급,0,만약
고급,0,만연
중급,0,만원
초급,0,만일
고급,0,만장일치
중급,0,만점
중급,0,만족
고급,0,만족도
중급,0,만족스럽다
초급,0,만지다
초급,0,만화
초급,0,많다
중급,0,많아지다
초급,0,많이
고급,0,맏이
고급,0,맏형
초급,0,말01
초급,0,말04
초급,0,말06
중급,0,말기
중급,0,말끔히
고급,0,말끝
중급,0,말다01
중급,0,말다02
초급,0,말다03
중급,0,말다툼
고급,0,말단
초급,0,말레이시아
중급,0,말리다02
중급,0,말리다03
고급,0,말문
고급,0,말미암다
고급,0,말솜씨
고급,0,말썽
초급,0,말씀
중급,0,말없이
고급,0,말재주
중급,0,말투
중급,0,말하기
초급,0,맑다
중급,0,맘
중급,0,맘껏
중급,0,맘대로
초급,0,맛
초급,0,맛없다
초급,0,맛있다
고급,0,망03
중급,0,망가지다
중급,0,망설이다
고급,0,망신
고급,0,망원경
고급,0,망치
중급,0,망치다
중급,0,망하다
초급,0,맞다01
중급,0,맞다02
중급,0,맞다03
고급,0,맞대다
고급,0,맞들다
고급,0,맞먹다
중급,0,맞벌이
고급,0,맞붙다
중급,0,맞서다
고급,0,맞아떨어지다
중급,0,맞은편
중급,0,맞이하다
고급,0,맞장구
초급,0,맞추다
고급,0,맞춤
중급,0,맞춤법
중급,0,맞히다01
고급,0,맞히다02
중급,0,맡기다
중급,0,맡다01
중급,0,맡다02
중급,0,매01
고급,0,매03
고급,0,매04
고급,0,매기다
고급,0,매끄럽다
초급,0,매년02/매년01
고급,0,매니저
초급,0,매다01
고급,0,매다02
초급,0,매달02/매달01
중급,0,매달다
중급,0,매달리다
고급,0,매듭
중급,0,매력
고급,0,매력적01/매력적02
고급,0,매료00
고급,0,매립
고급,0,매매
중급,0,매번02/매번01
고급,0,매사01/매사02
고급,0,매섭다
고급,0,매연
초급,0,매우
중급,0,매운맛
중급,0,매운탕
초급,0,매일02/매일01
고급,0,매입
고급,0,매장01
중급,0,매장03
중급,0,매점
초급,0,매주02/매주01
중급,0,매진01
고급,0,매진02
중급,0,매체
고급,0,매출
고급,0,매콤하다
초급,0,매표소
고급,0,맥
고급,0,맥락
고급,0,맥박
초급,0,맥주
중급,0,맨01
중급,0,맨발
고급,0,맨손
고급,0,맴돌다
초급,0,맵다
고급,0,맵시
고급,0,맹렬하다
고급,0,맹세
중급,0,맺다
고급,0,맺히다
고급,0,머금다
초급,0,머리
고급,0,머리기사
고급,0,머리맡
초급,0,머리카락
중급,0,머리칼
중급,0,머릿속
중급,0,머무르다
중급,0,머물다
중급,0,머뭇거리다
고급,0,머지않다
중급,0,먹고살다
고급,0,먹구름
초급,0,먹다02
고급,0,먹음직스럽다
중급,0,먹이
중급,0,먹이다
중급,0,먹히다
초급,0,먼저02/먼저01
중급,0,먼지
고급,0,멀다01
초급,0,멀다02
초급,0,멀리
중급,0,멀미
중급,0,멀어지다
중급,0,멀쩡하다
초급,0,멈추다
초급,0,멋
중급,0,멋대로
고급,0,멋스럽다
초급,0,멋있다
중급,0,멋지다
중급,0,멍
고급,0,멍들다
중급,0,멍멍
고급,0,멍청하다
고급,0,멍하니
고급,0,멍하다
중급,0,멎다
초급,0,메뉴
중급,0,메뉴판
초급,0,메다
고급,0,메다00
중급,0,메달
고급,0,메마르다
초급,0,메모
중급,0,메모지
초급,0,메시지
중급,0,메우다
초급,0,메일
고급,0,멜로00
중급,0,멜로디
중급,0,며느리
초급,0,며칠
중급,0,면02
고급,0,면03
고급,0,면04
중급,0,면담
중급,0,면도
고급,0,면도기
고급,0,면모
고급,0,면세점
고급,0,면역
중급,0,면적
중급,0,면접
고급,0,면접시험
고급,0,면제
중급,0,면하다01
중급,0,면허
중급,0,면허증
고급,0,면회
고급,0,멸망
고급,0,멸종
중급,0,멸치
중급,0,명01
초급,0,명02
중급,0,명단
고급,0,명당
고급,0,명랑
중급,0,명령
고급,0,명료하다
고급,0,명목
고급,0,명문02
고급,0,명백하다
고급,0,명백히
고급,0,명복
고급,0,명분
고급,0,명사02
고급,0,명상
고급,0,명성
고급,0,명소
고급,0,명승지
고급,0,명실상부00
고급,0,명심00
중급,0,명예01
초급,0,명절
고급,0,명중
고급,0,명칭
고급,0,명품
중급,0,명함
중급,0,명확하다
고급,0,명확히
초급,0,몇01/몇02
중급,0,몇몇02/몇몇01
중급,0,모06/모07
고급,0,모국어
고급,0,모금01
중급,0,모금02
초급,0,모기
중급,0,모니터
고급,0,모닥불
중급,0,모델
초급,0,모두01/모두02
초급,0,모든
중급,0,모래
초급,0,모레02/모레01
초급,0,모르다
고급,0,모발
고급,0,모방
중급,0,모범
고급,0,모범생
고급,0,모색
고급,0,모서리
고급,0,모순
초급,0,모습
초급,0,모시다
초급,0,모양01
중급,0,모여들다
고급,0,모욕
고급,0,모유
초급,0,모으다
고급,0,모음
초급,0,모이다
초급,0,모임
중급,0,모자01
초급,0,모자02
초급,0,모자라다
고급,0,모조리
고급,0,모질다
중급,0,모집
중급,0,모처럼
고급,0,모친
고급,0,모퉁이
고급,0,모티브
중급,0,모험
고급,0,모형
고급,0,모호하다
초급,0,목01
중급,0,목02
초급,0,목걸이
고급,0,목격
고급,0,목격자
중급,0,목구멍
고급,0,목덜미
초급,0,목도리
고급,0,목돈
중급,0,목록
중급,0,목마르다01
중급,0,목사
초급,0,목소리
중급,0,목숨
초급,0,목요일
초급,0,목욕
초급,0,목욕탕
고급,0,목장
고급,0,목재
초급,0,목적
고급,0,목적어
중급,0,목적지
중급,0,목표
중급,0,몫
중급,0,몰다
고급,0,몰두하다
중급,0,몰라보다
고급,0,몰락
중급,0,몰래
고급,0,몰려가다
중급,0,몰려들다
중급,0,몰려오다
중급,0,몰리다
고급,0,몰아가다
고급,0,몰아내다
고급,0,몰아넣다
고급,0,몰아붙이다
고급,0,몰아쉬다
고급,0,몰아치다
고급,0,몰이00
고급,0,몰입
초급,0,몸
중급,0,몸매
중급,0,몸무게
중급,0,몸살
중급,0,몸속
고급,0,몸집
중급,0,몸짓
중급,0,몸통
중급,0,몹시
중급,0,못01
초급,0,못02
중급,0,못나다
중급,0,못되다
고급,0,못마땅하다
초급,0,못생기다
중급,0,못지않다
초급,0,못하다01/못하다02
초급,0,몽골
중급,0,몽땅01
고급,0,묘00
고급,0,묘미
중급,0,묘사
고급,0,묘지
고급,0,묘하다
초급,0,무01
중급,0,무-01
고급,0,무03/무04
초급,0,무겁다
초급,0,무게
고급,0,무공해
중급,0,무관심
중급,0,무관하다
고급,0,무궁무진
초급,0,무궁화
중급,0,무기
고급,0,무기력
고급,0,무난하다
고급,0,무너뜨리다
중급,0,무너지다
중급,0,무늬
중급,0,무대
고급,0,무더기
중급,0,무더위
고급,0,무던히
중급,0,무덤
중급,0,무덥다
고급,0,무뚝뚝하다
고급,0,무럭무럭
중급,0,무려
고급,0,무력01
중급,0,무렵
고급,0,무례
초급,0,무료01
고급,0,무료하다
고급,0,무르다03
고급,0,무르익다
고급,0,무릅쓰다
초급,0,무릎
고급,0,무리01
중급,0,무리02
고급,0,무모하다
고급,0,무병장수00
고급,0,무분별
중급,0,무사히
고급,0,무상02
중급,0,무서워하다
고급,0,무선
초급,0,무섭다
고급,0,무성하다
고급,0,무소식
고급,0,무수하다
고급,0,무수히
고급,0,무술
초급,0,무슨
중급,0,무시
고급,0,무시무시하다
고급,0,무식
고급,0,무심코
고급,0,무심히
고급,0,무언
초급,0,무엇
중급,0,무역
중급,0,무용03
고급,0,무용지물
고급,0,무응답
중급,0,무의미
고급,0,무인
고급,0,무인도
고급,0,무작정01/무작정02
중급,0,무조건02/무조건01
중급,0,무지개
고급,0,무차별적01/무차별적02
중급,0,무책임
초급,0,무척
고급,0,무한
고급,0,무형
고급,0,무효
고급,0,묵념
고급,0,묵다01
중급,0,묵다02
중급,0,묵묵히
고급,0,묵직하다
고급,0,묵히다
중급,0,묶다
중급,0,묶이다
중급,0,-문
초급,0,문02
고급,0,문과
고급,0,문구01
중급,0,문구점
고급,0,문단01
고급,0,문단02
중급,0,문득
중급,0,문명
중급,0,문방구
중급,0,문법
중급,0,문병
고급,0,문상
중급,0,문서
고급,0,문안02
고급,0,문어02
중급,0,문의
중급,0,문자
중급,0,문장01
초급,0,문제
중급,0,문제점
고급,0,문지르다
중급,0,문학
고급,0,문학적01/문학적02
고급,0,문항
고급,0,문헌
고급,0,문형
초급,0,문화
고급,0,문화생활
고급,0,문화유산
중급,0,문화재
중급,0,문화적01/문화적02
중급,0,묻다01
중급,0,묻다02
초급,0,묻다03
중급,0,묻히다01
중급,0,묻히다02
중급,0,-물
초급,0,물01
중급,0,물가01
중급,0,물가02
중급,0,물감
초급,0,물건
중급,0,물결
초급,0,물고기
중급,0,물기
고급,0,물끄러미
중급,0,물다01
중급,0,물들다
고급,0,물들이다
고급,0,물량
고급,0,물러가다
중급,0,물러나다
중급,0,물러서다
고급,0,물려받다
고급,0,물려주다
초급,0,물론02/물론01
고급,0,물리
중급,0,물리다02
고급,0,물리다03
고급,0,물리적01/물리적02
고급,0,물리치다
고급,0,물방울
중급,0,물소리
중급,0,물속
중급,0,물약
초급,0,물어보다
중급,0,물음
고급,0,물자
중급,0,물질
중급,0,물질적01/물질적02
고급,0,물체
고급,0,물품
중급,0,뭉치다
고급,0,뭉클하다
초급,0,뭐01
중급,0,뭘
중급,0,뮤지컬
고급,0,미01
고급,0,미각
초급,0,미국
중급,0,미국인00
초급,0,미끄러지다
중급,0,미끄럽다
고급,0,미남
고급,0,미녀
중급,0,미니
고급,0,미달
고급,0,미덕
중급,0,미디어
초급,0,미래
중급,0,미련02
중급,0,미루다
초급,0,미리
중급,0,미만
고급,0,미모
고급,0,미묘하다
고급,0,미사
고급,0,미생물
중급,0,미성년자
중급,0,미소
고급,0,미숙하다
중급,0,미술
고급,0,미술가
초급,0,미술관
고급,0,미아
초급,0,미안
고급,0,미약하다
고급,0,미어지다
고급,0,미역02
초급,0,미역국
고급,0,미용
중급,0,미용사
초급,0,미용실
중급,0,미움
중급,0,미인
중급,0,미장원
고급,0,미적01/미적02
고급,0,미정
고급,0,미지
중급,0,미지근하다
중급,0,미처
중급,0,미치다01
중급,0,미치다02
초급,0,미터
중급,0,미팅
중급,0,미혼
고급,0,미혼모
고급,0,미흡하다
고급,0,민간
고급,0,민간단체00
고급,0,민감하다
고급,0,민망하다
고급,0,민박
고급,0,민속
중급,0,민속놀이
고급,0,민요
중급,0,민족
고급,0,민족주의
고급,0,민주
고급,0,민주적01/민주적02
중급,0,민주주의
고급,0,민주화
고급,0,민첩하다
초급,0,믿다
중급,0,믿음
고급,0,믿음직스럽다
초급,0,밀가루
초급,0,밀다
고급,0,밀도
고급,0,밀려나다
고급,0,밀려들다
고급,0,밀려오다
중급,0,밀리다01
중급,0,밀리다02
중급,0,밀리미터
고급,0,밀림
고급,0,밀어붙이다
고급,0,밀어주다
고급,0,밀접
고급,0,밀착
중급,0,밉다
중급,0,및
초급,0,밑
고급,0,밑거름
중급,0,밑바닥
중급,0,밑줄
고급,0,밑창
중급,0,바01
중급,0,바가지
중급,0,바구니
초급,0,바깥
고급,0,바깥일
초급,0,바깥쪽
초급,0,바꾸다
초급,0,바뀌다
초급,0,바나나
중급,0,바늘
초급,0,바다
초급,0,바닥
초급,0,바닷가
중급,0,바닷물
중급,0,바둑
초급,0,바라다
고급,0,바라다보다
초급,0,바라보다
초급,0,바람01
중급,0,바람03
중급,0,바람직하다
고급,0,바래다01
중급,0,바래다주다
초급,0,바로
중급,0,바로잡다
초급,0,바르다01
중급,0,바르다03
중급,0,바보
초급,0,바쁘다
고급,0,바삐
중급,0,바싹
중급,0,바위
고급,0,바이러스
초급,0,바이올린
고급,0,바자회
초급,0,바지
고급,0,바짝
중급,0,바치다
중급,0,바퀴01/바퀴02
고급,0,바퀴벌레
중급,0,바탕
중급,0,박02
중급,0,박다
고급,0,박람회
초급,0,박물관
중급,0,박사
초급,0,박수
중급,0,박스
고급,0,박자
고급,0,박탈
중급,0,박히다
초급,0,밖
초급,0,반01
초급,0,반02
고급,0,반감
초급,0,반갑다
중급,0,반값
중급,0,반기다
고급,0,반나절
중급,0,반납
중급,0,반달01
초급,0,반대
중급,0,반대말
중급,0,반대쪽
고급,0,반도
고급,0,반도체
초급,0,반드시
고급,0,반듯하다
고급,0,반론
중급,0,반말
중급,0,반면01
고급,0,반목
고급,0,반문
초급,0,반바지
고급,0,반박
고급,0,반반
중급,0,반발
중급,0,반복
중급,0,반성
고급,0,반세기
고급,0,반신욕
중급,0,반영
중급,0,반응
중급,0,반장
고급,0,반주01
중급,0,반죽
초급,0,반지
중급,0,반짝거리다
중급,0,반짝반짝01
중급,0,반짝이다
고급,0,반쪽
초급,0,반찬
중급,0,반창고
고급,0,반칙
중급,0,반팔
중급,0,반품
중급,0,반하다01
고급,0,반하다02
고급,0,반항
고급,0,반환점
초급,0,받다01
고급,0,받들다
중급,0,받아들이다
초급,0,받아쓰다
고급,0,받치다
중급,0,받침
초급,0,발01
고급,0,-발02
초급,0,발가락
고급,0,발각
중급,0,발걸음
중급,0,발견
고급,0,발굴
중급,0,발급
중급,0,발길
중급,0,발꿈치
중급,0,발끝
고급,0,발단
중급,0,발달
고급,0,발돋움
중급,0,발등
고급,0,발라드
고급,0,발령
중급,0,발명
고급,0,발명가
고급,0,발명품
중급,0,발목
초급,0,발바닥
고급,0,발병02
고급,0,발상02
중급,0,발생
고급,0,발신자
고급,0,발언
중급,0,발음
중급,0,발자국
중급,0,발전01
고급,0,발전02
고급,0,발전소
고급,0,발짝
중급,0,발톱
중급,0,발표
고급,0,발표자
중급,0,발표회
중급,0,발행
고급,0,발효01
고급,0,발효02
고급,0,발휘
초급,0,밝다02/밝다01
중급,0,밝혀내다
중급,0,밝혀지다
중급,0,밝히다
중급,0,밟다
중급,0,밟히다
초급,0,밤01
중급,0,밤02
중급,0,밤낮01/밤낮02
고급,0,밤낮없이
중급,0,밤늦다
중급,0,밤새
중급,0,밤새다
중급,0,밤새우다
중급,0,밤색
중급,0,밤중
초급,0,밥
중급,0,밥그릇
중급,0,밥맛
고급,0,밥벌이
중급,0,밥솥
고급,0,밧줄
초급,0,방01
고급,0,방귀
초급,0,방금02/방금01
고급,0,방망이
중급,0,방면01
초급,0,방문02
초급,0,방문03
중급,0,방바닥
고급,0,방범
초급,0,방법
고급,0,방사능
초급,0,방송01
초급,0,방송국
중급,0,방송사
고급,0,방송인
고급,0,방수
중급,0,방식
중급,0,방안
고급,0,방어
고급,0,방언
고급,0,방영
중급,0,방울01
고급,0,방울02
고급,0,방음
중급,0,방지
고급,0,방청객
고급,0,방치
고급,0,방침
고급,0,방패
초급,0,방학
중급,0,방해
초급,0,방향
고급,0,방황
고급,0,밭
초급,0,배01
초급,0,배02
초급,0,배03
초급,0,배05
중급,0,배경
중급,0,배고프다
중급,0,배구
고급,0,배기가스
중급,0,배꼽
중급,0,배낭
중급,0,배낭여행
중급,0,배다01
초급,0,배달02
초급,0,배드민턴
중급,0,배려02
중급,0,배부르다
고급,0,배상02
고급,0,배설
중급,0,배송04
고급,0,배신
고급,0,배역
고급,0,배열
초급,0,배우
초급,0,배우다
중급,0,배우자02
중급,0,배웅
고급,0,배제
초급,0,배추
고급,0,배출
고급,0,배출00
중급,0,배치
고급,0,배타적01/배타적02
초급,0,배탈
중급,0,배터리
중급,0,배편
고급,0,배포
고급,0,배회
고급,0,배후
중급,0,백00
초급,0,백02/백01
고급,0,백과사전
고급,0,백년해로
초급,0,백만02/백만01
고급,0,백미02
고급,0,백성
고급,0,백수01
고급,0,백제
고급,0,백지
고급,0,백혈병
초급,0,백화점
초급,0,뱀
중급,0,뱃속
중급,0,뱉다
고급,0,버럭
초급,0,버릇
고급,0,버릇없다
초급,0,버리다01
중급,0,버섯02
초급,0,버스
중급,0,버터
중급,0,버튼
중급,0,버티다
고급,0,벅차다
초급,0,번
중급,0,번갈다
중급,0,번개
중급,0,번거롭다
고급,0,번번이
고급,0,번성
고급,0,번식
중급,0,번역
고급,0,번영
중급,0,번지
고급,0,번지다
초급,0,번째
고급,0,번쩍02
고급,0,번창
초급,0,번호
중급,0,번호표
중급,0,번화하다
초급,0,벌02
중급,0,벌03
중급,0,벌04
고급,0,벌겋다
중급,0,벌금
초급,0,벌다02
중급,0,벌떡
중급,0,벌레
중급,0,벌리다
초급,0,벌써
중급,0,벌어지다01
중급,0,벌어지다02
중급,0,벌이다
고급,0,벌판
중급,0,범위
중급,0,범인02
중급,0,범죄
고급,0,범죄자
고급,0,범주
고급,0,범하다
고급,0,범행
고급,0,-법
중급,0,법01
고급,0,법규
고급,0,법대00
중급,0,법률
고급,0,법률가
고급,0,법무부
고급,0,법안
중급,0,법원01
중급,0,법적01/법적02
고급,0,법정01
중급,0,법칙
고급,0,벗
중급,0,벗기다
초급,0,벗다
중급,0,벗어나다
고급,0,벚꽃
중급,0,베개
고급,0,베끼다
고급,0,베다01
고급,0,베다02
중급,0,베란다
고급,0,베스트셀러
초급,0,베트남
중급,0,베풀다
고급,0,벤처
중급,0,벤치
중급,0,벨
중급,0,벨트
중급,0,벼
고급,0,벼락
고급,0,벼르다
초급,0,벽
고급,0,벽돌
중급,0,벽시계
중급,0,벽지02
고급,0,벽화
고급,0,변02
중급,0,변경02
고급,0,변기
고급,0,변덕
중급,0,변덕스럽다
중급,0,변동
고급,0,변두리
중급,0,변명
고급,0,변모
고급,0,변변찮다
중급,0,변비
고급,0,변수
고급,0,변신
고급,0,변천
초급,0,변하다
고급,0,변함없다
고급,0,변함없이
고급,0,변형
고급,0,변호
초급,0,변호사
중급,0,변화
고급,0,변화무쌍
중급,0,-별
초급,0,별01
중급,0,별02
고급,0,별개
고급,0,별것
고급,0,별나다
중급,0,별다르다
중급,0,별도
초급,0,별로01
중급,0,별말씀
중급,0,별명
고급,0,별안간
고급,0,별의별
중급,0,별일
초급,0,병01
초급,0,병02
고급,0,병동
중급,0,병들다
고급,0,병명
초급,0,병문안
고급,0,병상
고급,0,병세
중급,0,병실
고급,0,병아리
초급,0,병원
고급,0,병적01/병적02
고급,0,병행
고급,0,보건
고급,0,보건소
중급,0,보고02
중급,0,보고서
중급,0,보관
고급,0,보글보글
중급,0,보급01
중급,0,보기01
초급,0,보내다
중급,0,보너스
초급,0,보다01
초급,0,보다04
고급,0,보답
중급,0,보도02
초급,0,보라색
중급,0,보람
고급,0,보류
중급,0,보름
중급,0,보름달
중급,0,보리
중급,0,보리차
중급,0,보물
고급,0,보배
고급,0,보복
중급,0,보살피다
중급,0,보상01
고급,0,보상02
고급,0,보상금02
중급,0,보석02
고급,0,보수01
중급,0,보수02
고급,0,보수03
고급,0,보수적01/보수적02
중급,0,보안
고급,0,보약
중급,0,보완
고급,0,보유
고급,0,보육
고급,0,보육원
초급,0,보이다01
초급,0,보이다02
고급,0,보일러
고급,0,보자기
고급,0,보잘것없다
중급,0,보장
중급,0,보전
중급,0,보조02
고급,0,보조금
중급,0,보존
고급,0,보증
고급,0,보증금
중급,0,보충
고급,0,보태다
초급,0,보통01/보통02
고급,0,보편적01/보편적02
고급,0,보편화
중급,0,보행자
중급,0,보험
고급,0,보험료
중급,0,보호
고급,0,보호자
중급,0,복
고급,0,복구
고급,0,복권02
고급,0,복귀
중급,0,복도
고급,0,복리01
고급,0,복부
중급,0,복사
중급,0,복사기
중급,0,복수01
고급,0,복수02
중급,0,복숭아
초급,0,복습
중급,0,복용
고급,0,복원
초급,0,복잡하다
고급,0,복장
고급,0,복제
고급,0,복종
고급,0,복지
중급,0,복통
고급,0,복학
고급,0,복합
고급,0,복합적01/복합적02
초급,0,볶다
중급,0,볶음
초급,0,볶음밥
고급,0,본02
고급,0,본격적01/본격적02
고급,0,본격화00
고급,0,본국
중급,0,본능
고급,0,본뜨다
중급,0,본래
고급,0,본론
고급,0,본명
고급,0,본문
고급,0,본받다
중급,0,본부
고급,0,본사
고급,0,본선
고급,0,본성
중급,0,본인01/본인02
고급,0,본전
중급,0,본질02
고급,0,본질적01/본질적02
중급,0,볼01
중급,0,볼거리
중급,0,볼링
중급,0,볼일
초급,0,볼펜
초급,0,봄
중급,0,봉사02
고급,0,봉사자
고급,0,봉우리
중급,0,봉지
초급,0,봉투
고급,0,봐주다
중급,0,뵈다02
초급,0,뵙다
중급,0,부 -01
고급,0,부-00
중급,0,부01/부02
고급,0,-부02
중급,0,부03
고급,0,부가
고급,0,부각
고급,0,부고02
고급,0,부과
중급,0,부근03
중급,0,부끄러움
중급,0,부끄러워하다
초급,0,부끄럽다
고급,0,부닥치다
중급,0,부담
고급,0,부담감
중급,0,부담스럽다
고급,0,부당
중급,0,부대03
고급,0,부도01
고급,0,부도나다
고급,0,부도덕
중급,0,부동산
초급,0,부드럽다
고급,0,부득이
고급,0,부디
중급,0,부딪치다
중급,0,부딪히다
중급,0,부러워하다
중급,0,부러지다
초급,0,부럽다
초급,0,부르다01
초급,0,부르다02
고급,0,부르짖다
고급,0,부릅뜨다
고급,0,부리다01
중급,0,부리다02
